Date,Ticker,Realized_Skewness,Downside_Volatility
2005-01-31,XLK US Equity,-0.391856,0.035258
2005-02-28,XLK US Equity,-0.3864591325005597,0.0259253692355576
2005-03-31,XLK US Equity,0.3302497094431098,0.0259451350353009
2005-04-30,XLK US Equity,0.044809019980317,0.0431575550396451
2005-05-31,XLK US Equity,-0.2630659456112986,0.013227731173561
2005-06-30,XLK US Equity,-0.0380253908623995,0.0238056829979734
2005-07-31,XLK US Equity,0.5265799763123087,0.0124053970109787
2005-08-31,XLK US Equity,-0.2704000889831504,0.0254961847341911
2005-09-30,XLK US Equity,-0.242172174543975,0.0191814481987153
2005-10-31,XLK US Equity,0.3066905871035888,0.0280463711199862
2005-11-30,XLK US Equity,0.4135170239942889,0.0062949699760999
2005-12-31,XLK US Equity,0.9185984903588756,0.020592159503073
2006-01-31,XLK US Equity,-0.7692401478407649,0.0321455099352926
2006-02-28,XLK US Equity,0.3545412149202819,0.0258386600271763
2006-03-31,XLK US Equity,0.8639660272414288,0.0187598291303519
2006-04-30,XLK US Equity,-0.084509157405313,0.0299475328700045
2006-05-31,XLK US Equity,-0.3994896110535627,0.0390715472306894
2006-06-30,XLK US Equity,0.7613474933932132,0.0345155790187561
2006-07-31,XLK US Equity,0.0763474276072734,0.0375267307129198
2006-08-31,XLK US Equity,0.328369191638975,0.0186488473370339
2006-09-30,XLK US Equity,0.0896652656113135,0.0227646827344463
2006-10-31,XLK US Equity,-0.0874566641221565,0.0186560917664981
2006-11-30,XLK US Equity,-2.0187224543553217,0.0250110278477314
2006-12-31,XLK US Equity,0.6332425672012639,0.0169054782836807
2007-01-31,XLK US Equity,0.0674573832704116,0.0238710810605636
2007-02-28,XLK US Equity,-2.6462163457221792,0.0407008417357675
2007-03-31,XLK US Equity,-0.2029466628875646,0.0303438785259893
2007-04-30,XLK US Equity,-0.6143506415116743,0.0125122445628272
2007-05-31,XLK US Equity,-0.6929445703277682,0.0153839117587172
2007-06-30,XLK US Equity,-0.0743257210917629,0.0262208195524091
2007-07-31,XLK US Equity,-0.6982771133262788,0.0316910251333086
2007-08-31,XLK US Equity,-0.3749396670430985,0.0454519120059871
2007-09-30,XLK US Equity,-0.263507944051594,0.0243151133659705
2007-10-31,XLK US Equity,-1.2537989939120728,0.0311744612303083
2007-11-30,XLK US Equity,0.3456933783330685,0.0647953926139814
2007-12-31,XLK US Equity,0.0951605992811069,0.0315349557158401
2008-01-31,XLK US Equity,-0.0619176331364106,0.0697907150128152
2008-02-29,XLK US Equity,0.0905843718231614,0.0479930223782582
2008-03-31,XLK US Equity,1.104582584965616,0.0444713056138449
2008-04-30,XLK US Equity,0.6456469983551285,0.0357642909617959
2008-05-31,XLK US Equity,0.5067834156924595,0.0358872309463965
2008-06-30,XLK US Equity,-0.029707038158709,0.0522141449321924
2008-07-31,XLK US Equity,-0.3776356340695754,0.0532122350028637
2008-08-31,XLK US Equity,-0.2911023072053779,0.0361174743856765
2008-09-30,XLK US Equity,-0.8398408627788694,0.1240465077339946
2008-10-31,XLK US Equity,1.4231371352197193,0.1587638867060138
2008-11-30,XLK US Equity,0.1037219217758013,0.1315782083781353
2008-12-31,XLK US Equity,-0.3425618886970036,0.095280766800021
2009-01-31,XLK US Equity,0.2709662029666738,0.0818935802062652
2009-02-28,XLK US Equity,-0.6744451965066225,0.0792164504758954
2009-03-31,XLK US Equity,0.4175990551804956,0.0678650559566556
2009-04-30,XLK US Equity,-0.5043842491301519,0.0451771878606891
