Date,Sector,Index_Ticker,HHI
2020-06-30,Energy,S5ENRS Index,0.15271448354128123
2020-07-31,Energy,S5ENRS Index,0.1513513208915292
2020-08-31,Energy,S5ENRS Index,0.1499080485688965
2020-09-30,Energy,S5ENRS Index,0.1510612023387074
2020-10-30,Energy,S5ENRS Index,0.15128755097907587
2020-11-30,Energy,S5ENRS Index,0.14234021776134775
2020-12-31,Energy,S5ENRS Index,0.13912876859814868
2021-01-29,Energy,S5ENRS Index,0.13756337370867627
2021-02-26,Energy,S5ENRS Index,0.13419045242835584
2021-03-31,Energy,S5ENRS Index,0.13485614362249967
2021-04-30,Energy,S5ENRS Index,0.13535282186163244
2021-05-31,Energy,S5ENRS Index,0.12901196743785315
2021-06-30,Energy,S5ENRS Index,0.13064621740723237
2021-07-30,Energy,S5ENRS Index,0.13352345819828715
2021-08-31,Energy,S5ENRS Index,0.12898736097390562
2021-09-30,Energy,S5ENRS Index,0.12631882447146173
2021-10-29,Energy,S5ENRS Index,0.12602783399306228
2021-11-30,Energy,S5ENRS Index,0.1276914762188897
2021-12-31,Energy,S5ENRS Index,0.1276986674606125
2022-01-31,Energy,S5ENRS Index,0.13007286932540596
2022-02-28,Energy,S5ENRS Index,0.13030960274795655
2022-03-31,Energy,S5ENRS Index,0.1280917702072074
2022-04-29,Energy,S5ENRS Index,0.13035163876296507
2022-05-31,Energy,S5ENRS Index,0.1271674361219653
2022-06-30,Energy,S5ENRS Index,0.13473156898353944
2022-07-29,Energy,S5ENRS Index,0.1403683967183871
2022-08-31,Energy,S5ENRS Index,0.133142483615956
2022-09-30,Energy,S5ENRS Index,0.13513801868072034
2022-10-31,Energy,S5ENRS Index,0.13745049576614976
2022-11-30,Energy,S5ENRS Index,0.13682318806211408
2022-12-30,Energy,S5ENRS Index,0.14082384035307596
2023-01-31,Energy,S5ENRS Index,0.14069684515685343
2023-02-28,Energy,S5ENRS Index,0.1431492690410081
2023-03-31,Energy,S5ENRS Index,0.1450504925298806
2023-04-28,Energy,S5ENRS Index,0.1529803492251533
2023-05-31,Energy,S5ENRS Index,0.14808488326115118
2023-06-30,Energy,S5ENRS Index,0.1442528806463687
2023-07-31,Energy,S5ENRS Index,0.1325658585335634
2023-08-31,Energy,S5ENRS Index,0.13468459197663937
2023-09-29,Energy,S5ENRS Index,0.1387316430204041
2023-10-31,Energy,S5ENRS Index,0.12913089980451906
2023-11-30,Energy,S5ENRS Index,0.12848619028059843
2023-12-29,Energy,S5ENRS Index,0.12753323005933856
2024-01-31,Energy,S5ENRS Index,0.13146094150683266
2024-02-29,Energy,S5ENRS Index,0.12967761485227927
2024-03-29,Energy,S5ENRS Index,0.12802193244074456
2024-04-30,Energy,S5ENRS Index,0.1324438912671998
2024-05-31,Energy,S5ENRS Index,0.14473955121523274
2024-06-28,Energy,S5ENRS Index,0.14241695622456163
2024-07-31,Energy,S5ENRS Index,0.14314276139551788
2024-08-30,Energy,S5ENRS Index,0.14331443670706542
2024-09-30,Energy,S5ENRS Index,0.1446144096218216
2024-10-31,Energy,S5ENRS Index,0.1409188868012508
2024-11-29,Energy,S5ENRS Index,0.12984032645716076
2024-12-31,Energy,S5ENRS Index,0.1304522959632616
2025-01-31,Energy,S5ENRS Index,0.1268098333887613
2025-02-28,Energy,S5ENRS Index,0.12849187162562872
2025-03-31,Energy,S5ENRS Index,0.13396038911712796
2025-04-30,Energy,S5ENRS Index,0.1355360426989266
2025-05-30,Energy,S5ENRS Index,0.1294227122724228
2025-06-30,Energy,S5ENRS Index,0.13058097783764394
2025-07-31,Energy,S5ENRS Index,0.13509126398500385
