Date,Sector,Index_Ticker,HHI
2005-01-31,Financials,S5FINL Index,0.06461148840194714
2005-02-28,Financials,S5FINL Index,0.06372875887436057
2005-03-31,Financials,S5FINL Index,0.0615977416245223
2005-04-29,Financials,S5FINL Index,0.06255807747609436
2005-05-31,Financials,S5FINL Index,0.061979519106897564
2005-06-30,Financials,S5FINL Index,0.060652111266601215
2005-07-29,Financials,S5FINL Index,0.05731109726195255
2005-08-31,Financials,S5FINL Index,0.05776847053345973
2005-09-30,Financials,S5FINL Index,0.05713936305664463
2005-10-31,Financials,S5FINL Index,0.05655552840752514
2005-11-30,Financials,S5FINL Index,0.056418137779827605
2005-12-30,Financials,S5FINL Index,0.05715828817340714
2006-01-31,Financials,S5FINL Index,0.05613338811979337
2006-02-28,Financials,S5FINL Index,0.0553708543263809
2006-03-31,Financials,S5FINL Index,0.0557912922281449
2006-04-28,Financials,S5FINL Index,0.05646257305429772
2006-05-31,Financials,S5FINL Index,0.05683354476951283
2006-06-30,Financials,S5FINL Index,0.056318811490995734
2006-07-31,Financials,S5FINL Index,0.0569834361653227
2006-08-31,Financials,S5FINL Index,0.05740411786919004
2006-09-29,Financials,S5FINL Index,0.056487017203234895
2006-10-31,Financials,S5FINL Index,0.055269084647931545
2006-11-30,Financials,S5FINL Index,0.05447488728527306
2006-12-29,Financials,S5FINL Index,0.05485808075269809
2007-01-31,Financials,S5FINL Index,0.05402640286955674
2007-02-28,Financials,S5FINL Index,0.052555154625407816
2007-03-30,Financials,S5FINL Index,0.05319475650868518
2007-04-30,Financials,S5FINL Index,0.05296016493865524
2007-05-31,Financials,S5FINL Index,0.05166977243773058
2007-06-29,Financials,S5FINL Index,0.05066822961264534
2007-07-31,Financials,S5FINL Index,0.049910919346938594
2007-08-31,Financials,S5FINL Index,0.05074506013244222
2007-09-28,Financials,S5FINL Index,0.04952933173041527
2007-10-31,Financials,S5FINL Index,0.04760275893481735
2007-11-30,Financials,S5FINL Index,0.04706846643605782
2007-12-31,Financials,S5FINL Index,0.04605702351473387
2008-01-31,Financials,S5FINL Index,0.04752222392653735
2008-02-29,Financials,S5FINL Index,0.04831414676851317
2008-03-31,Financials,S5FINL Index,0.045022130768347116
2008-04-30,Financials,S5FINL Index,0.04466758094714697
2008-05-30,Financials,S5FINL Index,0.04400567080195276
2008-06-30,Financials,S5FINL Index,0.043477157978179165
2008-07-31,Financials,S5FINL Index,0.044224647233400735
2008-08-29,Financials,S5FINL Index,0.04371250828219532
2008-09-30,Financials,S5FINL Index,0.05071442858426125
2008-10-31,Financials,S5FINL Index,0.054041738871736966
2008-11-28,Financials,S5FINL Index,0.05195420513188793
2008-12-31,Financials,S5FINL Index,0.050367833828014644
2009-01-30,Financials,S5FINL Index,0.0535460921352573
2009-02-27,Financials,S5FINL Index,0.05526889068045699
2009-03-31,Financials,S5FINL Index,0.052818643769643674
2009-04-30,Financials,S5FINL Index,0.052324683721112486
2009-05-29,Financials,S5FINL Index,0.051516054542597965
2009-06-30,Financials,S5FINL Index,0.05218467194223259
2009-07-31,Financials,S5FINL Index,0.05208746270325199
2009-08-31,Financials,S5FINL Index,0.0509924022844248
2009-09-30,Financials,S5FINL Index,0.050527172282251925
2009-10-30,Financials,S5FINL Index,0.04987245614383861
2009-11-30,Financials,S5FINL Index,0.04954840869649353
2009-12-31,Financials,S5FINL Index,0.050135024069596995
2010-01-29,Financials,S5FINL Index,0.05150927529792921
2010-02-26,Financials,S5FINL Index,0.05316431895290305
2010-03-31,Financials,S5FINL Index,0.05259456168343629
2010-04-30,Financials,S5FINL Index,0.051187233994669616
2010-05-31,Financials,S5FINL Index,0.05129781080257182
2010-06-30,Financials,S5FINL Index,0.053243830210195985
2010-07-30,Financials,S5FINL Index,0.05148206122126373
2010-08-31,Financials,S5FINL Index,0.051854914080155655
2010-09-30,Financials,S5FINL Index,0.05085007880224839
2010-10-29,Financials,S5FINL Index,0.04852510251598077
2010-11-30,Financials,S5FINL Index,0.04852061590086475
2010-12-31,Financials,S5FINL Index,0.04798876223603217
2011-01-31,Financials,S5FINL Index,0.04764772535456624
2011-02-28,Financials,S5FINL Index,0.04772277429213063
2011-03-31,Financials,S5FINL Index,0.04706057295925034
2011-04-29,Financials,S5FINL Index,0.04580406795561101
2011-05-31,Financials,S5FINL Index,0.04480223008036423
2011-06-30,Financials,S5FINL Index,0.044776768463105916
2011-07-29,Financials,S5FINL Index,0.04483145512436466
2011-08-31,Financials,S5FINL Index,0.0461027800865837
2011-09-30,Financials,S5FINL Index,0.04653380341941844
2011-10-31,Financials,S5FINL Index,0.045347078591621515
2011-11-30,Financials,S5FINL Index,0.045931401500078795
2011-12-30,Financials,S5FINL Index,0.04582677058671597
2012-01-31,Financials,S5FINL Index,0.04578396311146219
2012-02-29,Financials,S5FINL Index,0.044789982844690435
2012-03-30,Financials,S5FINL Index,0.045976001584346254
2012-04-30,Financials,S5FINL Index,0.04524632844510333
2012-05-31,Financials,S5FINL Index,0.046040547578734964
2012-06-29,Financials,S5FINL Index,0.046453541342041674
2012-07-31,Financials,S5FINL Index,0.04708624266025575
2012-08-31,Financials,S5FINL Index,0.04612485529136103
2012-09-28,Financials,S5FINL Index,0.0467299222599971
2012-10-31,Financials,S5FINL Index,0.045952006300311515
2012-11-30,Financials,S5FINL Index,0.046242590076561056
2012-12-31,Financials,S5FINL Index,0.04692418573348685
2013-01-31,Financials,S5FINL Index,0.04631348194509309
2013-02-28,Financials,S5FINL Index,0.047188913843118394
2013-03-29,Financials,S5FINL Index,0.04638732288063337
