held_out,const__coef,const__t,HHI__coef,HHI__t,HHI_x_Consumer Discretionary__coef,HHI_x_Consumer Discretionary__t,HHI_x_Consumer Staples__coef,HHI_x_Consumer Staples__t,HHI_x_Energy__coef,HHI_x_Energy__t,HHI_x_Financials__coef,HHI_x_Financials__t,HHI_x_Health Care__coef,HHI_x_Health Care__t,HHI_x_Industrials__coef,HHI_x_Industrials__t,HHI_x_Materials__coef,HHI_x_Materials__t,HHI_x_Real Estate__coef,HHI_x_Real Estate__t,HHI_x_Technology__coef,HHI_x_Technology__t,HHI_x_Utilities__coef,HHI_x_Utilities__t,Supplier_HHI__coef,Supplier_HHI__t,SuppHHI_x_Consumer Discretionary__coef,SuppHHI_x_Consumer Discretionary__t,SuppHHI_x_Consumer Staples__coef,SuppHHI_x_Consumer Staples__t,SuppHHI_x_Energy__coef,SuppHHI_x_Energy__t,SuppHHI_x_Financials__coef,SuppHHI_x_Financials__t,SuppHHI_x_Health Care__coef,SuppHHI_x_Health Care__t,SuppHHI_x_Industrials__coef,SuppHHI_x_Industrials__t,SuppHHI_x_Materials__coef,SuppHHI_x_Materials__t,SuppHHI_x_Real Estate__coef,SuppHHI_x_Real Estate__t,SuppHHI_x_Technology__coef,SuppHHI_x_Technology__t,SuppHHI_x_Utilities__coef,SuppHHI_x_Utilities__t,ATM_IV__coef,ATM_IV__t,tot_return_index_gross_dvds__coef,tot_return_index_gross_dvds__t
2005,-0.029350420607600684,-3.493285260398325,-0.15581975596860478,-1.9610097696241855,0.12403179292546417,1.529767781524047,0.1766038146736542,2.253949004114685,0.21169069310837146,2.586697431102023,-0.2529408212256136,-0.9635275997241948,-0.05727812649664139,-0.4165172515467875,0.22148496161898584,3.047195811555594,0.17223921954814175,2.1756668921346867,0.5838193240006195,1.2195873431338817,0.1613255345375505,2.1412818598264325,1.5797681507785588,8.692985955888721,-0.10558041912258152,-0.29134974759430976,0.15574426522397095,0.3935901396834584,0.24535622064585502,0.6856452899295843,0.2610346675172336,0.672044413279745,0.5770485829882694,1.371398418696167,0.7038452031821938,1.648284487944078,0.3156763637438917,0.8827432894542969,0.2025549999966679,0.5329539080204097,0.4163653722534201,1.1540818741538161,0.24876976875182572,0.6244996014752222,0.08701825073755126,0.2356766694759992,0.008460481326309003,0.5827492701675092,-1.8652878256065807e-05,-0.5255039994352645
2006,-0.020382230477895558,-2.5503267737141107,-0.17527482075929657,-2.0237224736407997,0.14710064985104843,1.7003913599439004,0.14242551688628166,1.786269307919256,0.2202945714872796,2.4912591185999857,-0.3609520619138666,-1.55487836640051,-0.036943736105717336,-0.24422944499369004,0.24015645735919838,3.066598708713435,0.1575748057161199,1.7983567742097692,0.7348121458650324,1.581426564971996,0.20153759676755814,2.2783066777288563,1.3841830806851565,10.526794232506255,-0.18413268360626642,-0.5065805341004904,0.18244197210406843,0.46522335091915246,0.29284622186557935,0.7894554004578345,0.26227740204659233,0.679596742351905,0.6209683376476084,1.4831717409317986,0.5233859238857649,1.2663381593217469,0.31839003476237826,0.890310395571652,0.30094716990567466,0.788465405105775,0.3589050822372611,0.9629003984916129,0.20374042305968104,0.517927782379552,0.145981714028049,0.3947558149189181,0.004063291854612552,0.3294049910533366,-2.664231781329989e-05,-0.7042301986611663
2007,-0.010197913690303002,-1.5572329194879624,-0.21192842696935454,-2.2433932419525124,0.17453879115983995,1.8634138976690944,0.17431539489053205,1.673971170983037,0.23850796487424794,2.470128320619123,-0.5770254864573567,-2.411505436271539,0.08813545714900356,0.6443260464356576,0.20075410788860595,2.3392875707766096,0.19409294604871088,2.22874246904145,0.6649230887003676,1.4910561037783552,0.25264132499650316,2.6985170233846163,1.0266103433005398,3.6531026031451135,-0.25820892065631623,-0.720055912311396,0.14404436131304924,0.3845203213654205,0.26963686851638075,0.7296707951514904,0.21053152469416406,0.563930483597794,0.6698447206779238,1.7886399534692432,0.39081079542593383,1.0085374150422186,0.36127884798717824,1.012838212370806,0.2411678527390372,0.6569004129388308,0.30121493362374646,0.7895611827320335,0.12018125890599693,0.3208976819467851,0.2152108842582542,0.5951988663836745,0.0057551619801712835,0.3843883044898418,1.4647429849793081e-05,0.4660338563616946
2008,-0.022333876632884258,-3.618167412785201,-0.12425162328542708,-1.4875616691538183,0.09460594756611602,1.0849419432384497,0.1647274146305928,1.9876510965283694,0.16509876401858173,1.9697828178003456,-0.03885746762626734,-0.1366828400774823,-0.021135186479176258,-0.13757407840573171,0.14522807575167299,1.7523369053834126,0.12427862021990702,1.4403783717082659,0.7715897770383778,1.901979564118985,0.11027995583575038,1.4164580754097884,1.6547228946905417,11.176081976695425,-0.2051200437721702,-0.5230730340929463,0.2931122181342471,0.7389119640083583,0.3312620842192532,0.8713396340699782,0.27830380513413805,0.7026265587368227,0.5213353288381442,1.132907221684782,0.5151895979564439,1.2434951627280253,0.3868416856207283,1.0258810138256833,0.25343228336135865,0.6352680387968602,0.3804927334188495,1.0422343637064084,0.30394794629012023,0.7594481319491588,0.18444755376412225,0.46828296379848056,-0.0112114749108547,-1.1612230181815508,-9.578096788203193e-06,-0.288966695815617
2009,-0.020606219915316377,-1.944433384780976,-0.2891301103581033,-3.14215273457722,0.25875998936203887,2.7471747255295518,0.2910370452200008,3.453316706566945,0.29197987741135245,3.0190982898651058,0.3121132535622218,0.8700339676595041,0.10202181625075998,0.5970818106418203,0.26370799312192056,3.1959969615737243,0.29739866807801546,3.1725699197407877,0.3720157756961625,0.8623988350451075,0.2797957669316178,2.95553504561937,1.7857094393304305,12.434759493514186,-0.13562820475499393,-0.3757548281772159,0.01678545027612191,0.043624132496234896,0.1251128120356044,0.33941003075022175,0.11573435672686173,0.30294569556951406,0.24281098613445437,0.5696487664134896,0.3281361518148195,0.7863626897973849,0.30771026676361174,0.879151068469358,0.0904674051781658,0.24187402725218055,0.2611111226233453,0.743412515773148,0.05762502177043545,0.15004470714633839,0.05980777394204236,0.1648080613185337,0.04088558324157229,2.458738284557633,-1.3794431446860316e-05,-0.2572131984282433
2010,-0.02014449082091849,-2.3302145740938216,-0.19791378277385382,-2.4209836757880514,0.16087077591317445,1.9057263096927695,0.1880916108725059,2.474970075009956,0.2393668033189423,2.842514135753727,-0.41495507770863177,-1.4839067288400525,0.02604621501587194,0.15800859041540055,0.2171521831085298,2.84033596868764,0.19218772445194238,2.2786482350567567,0.7176084379902956,1.486151116359868,0.20543874886012237,2.5125080285654504,1.7969313649672038,10.468521667272721,-0.21644595247105036,-0.5866184540410448,0.17644259872133458,0.4551191477437282,0.2851490710410385,0.7726090482404981,0.21980069766905339,0.5703294048206409,0.61221758051785,1.4671343623224746,0.48214121602269244,1.1948582811087993,0.3385160170545287,0.9469878029667146,0.243439583568282,0.6382728617725967,0.3187189716346752,0.8772484651575693,0.20323413515886207,0.5214651990050715,0.1692860317085255,0.454008744676719,0.006955854260089979,0.4692883724208709,-7.880144436707741e-06,-0.16617418684778654
2011,-0.020299903730723937,-2.391830965752436,-0.19050343617889393,-2.3315776497783713,0.16213122766903346,1.9547806904000065,0.19411775100502965,2.4964085203690445,0.22877058180802143,2.780239090402447,-0.30174778714668954,-1.1251132905864363,0.005052547193581389,0.03038436923375062,0.21658731636105855,2.841757550765264,0.19027167663345987,2.2410628995016295,0.6530647452350973,1.4328149973634072,0.19323862853342932,2.4629165681020977,1.5404286665838993,8.834579307950724,-0.1917737201542379,-0.5221277199868548,0.1788408156537539,0.4625309495153597,0.2614931619270702,0.7107547826144991,0.22194797602644897,0.5783680544858757,0.5727865473242953,1.3533513421878727,0.4998875703126057,1.2184857560366509,0.3324019505746997,0.9329249014697377,0.22809463719006443,0.5992316992855723,0.3397489056840722,0.9311228061167857,0.19167734642843837,0.49250575813307085,0.15202940884378818,0.40922812855848406,0.0076733710445028,0.5317140408254838,-6.735007288880763e-06,-0.14905961300791118
2012,-0.0207299210789411,-2.535067753101799,-0.1930371234799177,-2.333573735539534,0.1605183713126502,1.92330324523642,0.19975220857448373,2.5211678303604796,0.23243640548303376,2.7715126251467255,-0.2171414291540893,-0.7814961934591239,0.07611549510345664,0.46926360894758895,0.22338208277794486,2.9840123318378096,0.18764984085559722,2.2477574025804103,0.6924991208883652,1.5225096027936431,0.11655667853627956,1.2294606043478704,1.7061977348553827,8.683584289806515,-0.20129832716282908,-0.55104418892829,0.18730611590936605,0.47929945443380195,0.269407439084487,0.7219534904361252,0.23195884593780516,0.5990767682378108,0.5522780073191014,1.2995200098038744,0.4470283167586681,1.0743717866806566,0.3250382456317421,0.9094754824951008,0.23987271493990692,0.6294745487756384,0.3286095052136083,0.9017023728491256,0.22346415326215974,0.5693779133411164,0.16157037944436073,0.43572982506678737,0.007386762073209653,0.5287325970126626,-4.9410758211775435e-06,-0.11664733700312019
2013,-0.022351418928597228,-2.709313787095746,-0.1851354553047597,-2.2175068691186373,0.15575131120764035,1.8346284557519588,0.17323071695974565,2.224908449805628,0.2237515945082876,2.631452352460325,-0.2873723171799977,-1.1525656444422723,0.04015058942350995,0.2463499664938654,0.2137827117353163,2.8306353060525145,0.1875882936042049,2.215232023007929,0.6538977600354321,1.4132352623590376,0.19618942474505852,2.414246042793508,1.7083860590219437,9.657161027532347,-0.18790243962906594,-0.5119154343156674,0.18422057351630897,0.4725877862367981,0.2906681846792517,0.7816411545561652,0.21930224754437808,0.5675905859617526,0.5772706514553826,1.368254919393058,0.46996497635201734,1.132933796447852,0.3424996594582012,0.9576934771113306,0.22923860632995122,0.6005640466163719,0.34392739596946703,0.940258840430211,0.194350796962937,0.4959396705252624,0.147855729093974,0.3975418026850075,0.006536964715143245,0.4977389198825245,-1.0221631231968774e-06,-0.021500233193999484
2014,-0.021839179800634833,-2.6101013871743306,-0.18741349022304005,-2.2656524584446553,0.16304647428404218,1.9348777052587527,0.1827653413906135,2.274179436549688,0.23366266265159055,2.7864937392617226,-0.27307405636017706,-1.0593441523317213,-0.0036477255927164294,-0.023184161240136406,0.21985487238918314,2.851425408169669,0.18895586796431008,2.22800818291956,0.7121361709983642,1.5381771413665213,0.19718023612431573,2.4500641375803607,1.6848746304330031,9.689433136829862,-0.1883150264494488,-0.5105871081754064,0.19558885601175946,0.5037224499048525,0.2761604114908046,0.7443615907080546,0.23092731657567347,0.5997820097331543,0.5922919367540498,1.408386561955386,0.5031794501702371,1.2236534141161577,0.29503041326466645,0.824237617384348,0.24010988253007023,0.6279072224756322,0.3388998412304133,0.9292671728290054,0.21017489341456289,0.5376188950290224,0.15348291749389936,0.41139722358079284,0.006882375849337253,0.4732048534917859,-2.2044692576127085e-05,-0.5565367033073779
2015,-0.024167373042069222,-2.770344818875371,-0.19072421446586213,-2.2349415091499347,0.17018393243832777,1.9575268017094902,0.17883000176154742,2.256033209117271,0.23421118179773062,2.5972081567541196,-0.3412203466475311,-1.3179730183953446,-0.04502594992201025,-0.30882354172043713,0.20701694390165204,2.5176307609821804,0.1833090359910548,2.1042166156384075,3.754606461983356,8.603979009812544,0.19442131729156592,2.2647167922159004,1.5305014668034806,7.981335061839244,-0.07971679391298789,-0.2859191231603027,0.040745293453423675,0.1433865413956851,0.13139390653075927,0.4938055066041927,0.08252157582377122,0.28704407001136095,0.42024989186357564,1.346479848442002,0.3321064789381336,1.0997856407385336,0.1255673814753818,0.4915284127439676,0.09971786141725565,0.3567791716677037,2.7961282159801217,11.529600570469595,0.045713652919348736,0.1605185034721089,0.030003120883997893,0.10880170014560646,0.0026845990622545893,0.20780456046584336,-1.0745125552390942e-05,-0.2926464648377634
2016,-0.0006776705614636947,-0.07537238006870038,-0.04493933000603964,-0.2403307206417463,0.007403818735520006,0.03756779257471848,0.047203960998909555,0.25120004344703434,0.08828467460071146,0.4830053099452468,-0.506160305525453,-1.574749687508877,-0.14622326591545362,-0.5833078984355622,0.07418454179106829,0.42975022853397427,0.04212180061308005,0.22566344377291472,-13.264238776634013,-32.34430781709278,0.051323200986688376,0.2716142530901693,1.709665003586778,10.230516113491527,-0.3168423806472243,-0.6819996941495853,0.3061391723349694,0.6293039949152163,0.3937597624461691,0.822275487305948,0.3650621008419071,0.741594941613666,0.7109360711058186,1.335662216649634,0.6177274665318789,1.228880978637245,0.4254945878476529,0.9835414646806735,0.36738225981674666,0.7550139803235841,-2.1243586998687745,-4.735686133122388,0.33547356827752994,0.6783557310484952,0.2782168300431943,0.5914272866820596,0.0008051996584743883,0.05792730484787762,-3.935879861978703e-05,-0.7044514508782863
2017,-0.02063015154578077,-2.6990582806559544,-0.18673696077046112,-2.554496109311218,0.1628930471642242,2.1542415127580723,0.16892612081625746,2.3500633307695487,0.21728680149305885,2.786730799317078,-0.28694564841745174,-1.1232397228006352,-0.010817723272737296,-0.07524809996552904,0.22079681645627083,3.024351007005427,0.1971273146112537,2.4521887592871865,0.3585592688062131,0.6675758655566282,0.21103043798843302,2.9141748879310785,1.703046579077737,10.245186853598911,-0.24398492058543403,-0.5607268837920802,0.2554628201647068,0.566915707825613,0.3491125409396608,0.8048522385560517,0.3306841298090455,0.7418280112494079,0.6672393991494554,1.400498181030601,0.6047046233233643,1.2828389520960415,0.3982956300548953,0.9218326254699711,0.28440824982827984,0.6373324507440433,-0.8659523677893117,-1.8272386759762431,0.2840012327482606,0.6294635420973549,0.20675108143668933,0.47069778206778523,0.006771564544042716,0.4775591296214175,-2.326348653618862e-05,-0.6411741494527354
2018,-0.026179705786912602,-2.6169353038502456,-0.13773220760405858,-1.6237841643001676,0.13105150449024314,1.4925037348896786,0.1000768339323882,1.1282462573633532,0.18010289362106702,1.9439163227909477,-0.33493612089475394,-1.5259662170183024,-0.048756958080629215,-0.30086717833865584,0.1805878305917826,2.029758927476327,0.1500447547732859,2.111258977597708,5.2519337155035295,11.289312409428831,0.1544301248288936,1.846947971884881,1.7903364180655679,9.481556329824949,1.2529187882137531,3.773055486132009,-1.2273039718361862,-3.4991882728997794,-1.1085612954197765,-3.2840198122732183,-1.1876662072390098,-3.466575267007516,-0.8289878915644748,-2.177184602557918,-0.8955261536850515,-2.3974392187471545,-1.1053927994087194,-3.2909120713845814,-1.1983528127756773,-3.4925784844399566,-5.285403354137476,-13.217667778431942,-1.2136318387263676,-3.494101632708938,-1.2770214031619103,-3.8260029889496527,0.006029629425556049,0.43524455081138447,-9.034328522494189e-06,-0.2056398079443803
2019,-0.023928545690298467,-2.735812337738316,0.4566023601178715,2.2254195697217676,-0.49872593784163743,-2.359328410864945,-0.4578593953653365,-2.0814104166866763,-0.41682950339821817,-1.8924541590039425,-0.9311724477953854,-3.0668060156278973,-0.654594468465107,-2.41827088008689,-0.42616009755097695,-1.853626937732303,-0.45597275363051154,-2.195640170585615,-0.0872013543627766,-0.13993482694689208,-0.4399416762219824,-2.2128624027478607,1.1339184700057767,3.76789860500066,-1.2678879327868926,-2.0645937537118475,1.2757914454247417,2.0115466646713123,1.373236418689439,2.2247385300644624,1.3135614545796854,2.0858953341058757,1.6667347757113407,2.495023500667355,1.600178002637433,2.4137865471647393,1.417747253642503,2.363964814273049,1.3174337107504575,2.0931735274166514,1.5569363657797899,2.740368053869703,1.279883244887804,2.0103393272019505,1.2356519765613012,1.9944010024823955,0.006559315941306697,0.4687504847679195,-4.81941001457305e-06,-0.10586817792122521
